Handle,Title,Body (HTML),Vendor,Type,Tags,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Navy,Size,38,,,,0,,1,deny,manual,219,,TRUE,TRUE,
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Green,Size,30,,,,0,,1,deny,manual,219,,TRUE,TRUE,
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Green,Size,32,,,,0,,1,deny,manual,219,,TRUE,TRUE,
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Green,Size,34,,,,0,,1,deny,manual,219,,TRUE,TRUE,
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Green,Size,36,,,,0,,1,deny,manual,219,,TRUE,TRUE,
floyd-trouser,Floyd Trouser,,Three Over One,Trouser,,Color,Green,Size,38,,,,0,,1,deny,manual,219,,TRUE,TRUE,
francis-athletic-sweat,Francis Athletic Sweat,,Three Over One,Sweatshirt,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Corduroy,Size,S,,,,0,,1,deny,manual,349,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--086_George_Blazer_Navy_Cord_Front.jpg?732
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Corduroy,Size,M,,,,0,,1,deny,manual,349,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--088_George_Blazer_Navy_Cord_Back.jpg?732
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Corduroy,Size,L,,,,0,,1,deny,manual,349,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--089_George_Blazer_Navy_Twill_Front.jpg?732
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Corduroy,Size,XL,,,,0,,1,deny,manual,349,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--092_George_Blazer_Navy_Twill_Back.jpg?732
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Corduroy,Size,XXL,,,,0,,1,deny,manual,349,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Twill,Size,S,,,,0,,1,deny,manual,319,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Twill,Size,M,,,,0,,1,deny,manual,319,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Twill,Size,L,,,,0,,1,deny,manual,319,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Twill,Size,XL,,,,0,,1,deny,manual,319,,TRUE,TRUE,
george-blazer,George Blazer,,Three Over One,Jacket,,Color,Navy Twill,Size,XXL,,,,0,,1,deny,manual,319,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Navy,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--051_Gerald_Trench_Coat_Navy_Front.jpg?732
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Navy,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--055_Gerald_Trench_Coat_Navy_Back.jpg?732
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Navy,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Navy,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Green,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Green,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Green,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Green,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
gerald-trench-coat,Gerald Trench Coat,,Three Over One,Coat,,Color,Green,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
hattie-denim-jean,Hattie Denim Jean,,Three Over One,Jeans,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
henry-track-pant,Henry Track Pant,,Three Over One,Track pants,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
herbert-canvas-jean,Herbert Canvas Jean,,Three Over One,Jeans,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--111_Herbert_denim_Jean_Rinse_Wash_Indigo_Front.jpg?732
herbert-canvas-jean,,,,,,Color,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--112_Herbert_denim_Jean_Rinse_Wash_Indigo_Back.jpg?732
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Burnt Red Floral,Size,30,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--093_Howard_Short_Burnt_Red_Floral_Front.jpg?732
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Burnt Red Floral,Size,32,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--094_Howard_Short_Burnt_Red_Floral_Back.jpg?732
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Burnt Red Floral,Size,34,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--097_Howard_Short_Navy_and_Natural_Floral_Front.jpg?732
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Burnt Red Floral,Size,36,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--099_Howard_Short_Navy_and_Natural_Floral_Back.jpg?732
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Burnt Red Floral,Size,38,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Navy and Natural Floral,Size,30,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Navy and Natural Floral,Size,32,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Navy and Natural Floral,Size,34,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Navy and Natural Floral,Size,36,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-shorts,Howard Shorts,,Three Over One,Shorts,,Color,Navy and Natural Floral,Size,38,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Navy Twill,Size,30,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--101_Howard_Trouser_Navy_Twill_Front.jpg?732
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Navy Twill,Size,32,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--103_Howard_Trouser_Navy_Twill_Back.jpg?732
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Navy Twill,Size,34,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--104_Howard_Trouser_Green_Twill_Front.jpg?732
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Navy Twill,Size,36,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--105_Howard_Trouser_Green_Twill_Back.jpg?732
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Navy Twill,Size,38,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Green Twill,Size,30,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Green Twill,Size,32,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Green Twill,Size,34,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Green Twill,Size,36,,,,0,,1,deny,manual,239,,TRUE,TRUE,
howard-trouser,Howard Trouser,,Three Over One,Trouser,,Color,Green Twill,Size,38,,,,0,,1,deny,manual,239,,TRUE,TRUE,
jack-track-short,Jack Track Short,,Three Over One,Shorts,,Color,Default Title,Size,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Navy,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--066_Joseph_Workers_Coat_Navy_Wool_Front.jpg?732
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Navy,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--069_Joseph_Workers_Coat_Navy_Wool_Back.jpg?732
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Navy,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Navy,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Green,Size,S,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Green,Size,M,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Green,Size,L,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Green,Size,XL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
joseph-workers-coat,Joseph Worker's Coat,,Three Over One,Coat,,Color,Green,Size,XXL,,,,0,,1,deny,manual,239,,TRUE,TRUE,
leon-athletic-sweat-1,Leon Athletic Sweat,,Three Over One,Sweatshirt,,Color,Black,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_131_leon_knit_black_front.jpg?732
leon-athletic-sweat-1,,,,,,Color,Burnt Red,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_135_leon_knit_black_back.jpg?732
leon-athletic-sweat-1,,,,,,Color,Navy,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_137_leon_knit_burnt_red_front.jpg?732
leon-athletic-sweat-1,,,,,,Color,Burnt Green,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_139_leon_knit_burnt_red_back.jpg?732
leon-athletic-sweat-1,,,,,,Color,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_141_leon_knit_navy_front.jpg?732
leon-athletic-sweat-1,,,,,,Color,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_142_leon_knit_navy_back.jpg?732
leon-athletic-sweat-1,,,,,,Color,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_160_leon_knit_burnt_green_back.jpg?732
leon-athletic-sweat-1,,,,,,Color,,,,,,,,,,,,,,,,http://cdn.shopify.com/s/files/1/0152/2551/products/threeoverone_fl_161_leon_knit_burnt_green_front.jpg?732
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Black,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--118_Leon_True_Knit_Green_Neps_Front.jpg?732
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Black,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--121_Leon_True_Knit_Green_Neps_Back.jpg?732
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Black,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Black,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Black,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Navy,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Navy,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Navy,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Navy,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Navy,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Red,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Red,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Red,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Red,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Red,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Green,Size,S,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Green,Size,M,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Green,Size,L,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Green,Size,XL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
leon-true-knit,Leon True Knit,,Three Over One,Knit,,Color,Burnt Green,Size,XXL,,,,0,,1,deny,manual,119,,TRUE,TRUE,
milton-shirt,Milton Shirt,,Three Over One,Shirt,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
mini-floral-print-tie,Mini Floral Print Tie,,Three Over One,Tie,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
polka-dot-tie,Polka Dot Tie,,Three Over One,Tie,,Color,Default Title,,,,,,0,,1,deny,manual,0,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--163_Ray_Athletic_Tee_Grey_Marl_Front.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--164_Ray_Athletic_Tee_Grey_Marl_Back.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--166_Ray_Athletic_Tee_Navy_Marl_Front.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--167_Ray_Athletic_Tee_Navy_Marl_Back.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Grey Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--172_Ray_Athletic_Tee_Burnt_Red_Marl_Front.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,http://cdn.shopify.com/s/files/1/0152/2551/products/Threeoverone-fl--174_Ray_Athletic_Tee_Burnt_Red_Marl_Back.jpg?732
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Navy Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Navy Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Burnt Red Marl,Size,S,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Burnt Red Marl,Size,M,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Burnt Red Marl,Size,L,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Burnt Red Marl,Size,XL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
ray-atheletic-tee,Ray Atheletic Tee,,Three Over One,T Shirt,,Color,Burnt Red Marl,Size,XXL,,,,0,,1,deny,manual,109,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Navy Marl,Size,S,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Navy Marl,Size,M,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Navy Marl,Size,L,,,,0,,1,deny,manual,139,,TRUE,TRUE,
reginald-athletic-sweat,Reginald Athletic Sweat,,Three Over One,Sweatshirt,,Color,Navy Marl,Size,XL,,,,0,,1,deny,manual,139,,TRUE,TRUE,
